OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
DALA2026021801152,02/15/2026,"2026-02-18T14:54:02.840-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT Y-1552.5 BETWEEN FR 33 AND FR 34.   REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-004. (1451759)"
DALA2026021801153,02/15/2026,"2026-02-18T14:54:03.007-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT Y-450 BETWEEN FR47 AND FR46.  REPAIRED SEAT TRACK AS PER A330 SRM 53-31-15-300-001. (1451767)"
DALA2026021801154,02/15/2026,"2026-02-18T14:54:03.163-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT Y-1959 BETWEEN FR 53.5 AND FR 53.6.  REPAIRED SEAT TRACK PER A330 SRM 53-15-300-001. (1451786)"
DALA2026021801155,02/15/2026,"2026-02-18T14:54:03.337-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT Y450 BETWEEN FR53.2 AND FR53.3.  REPLACED SEAT TRACK PER A330 SRM 51-72-11-911-001. (1451844)"
DALA2026021801156,02/15/2026,"2026-02-18T14:54:03.490-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT RBL Y-450 FR80.   REPLACED SEAT TRACK PER A330 SRM 51-72-11-911-001. (1451865)"
DALA2026021801157,02/15/2026,"2026-02-18T14:54:03.650-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT Y1959 BETWEEN FR 33 AND FR 34.  REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-004. (1451879)"
DALA2026021801158,02/15/2026,"2026-02-18T14:54:03.803-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT Y-1959 BETWEEN FR 33 AND FR 34.  REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-004. (1451949)"
DALA2026021801159,02/15/2026,"2026-02-18T14:54:03.970-05:00",DALA,DALA,A,SO,27,A,5345,O,,,K,,,,IN,V,418DX,AIRBUS,A330941,2010,18254,2133,,,,,,,,,,,,MOUNT,,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORROSION AT FRAME 73 RT INBD LAV MOUNT.  REPLACED THE AFT RH LAV MOUNT REF NEO SRM 51-72-11. (1451964)"
DALA2026021801160,02/15/2026,"2026-02-18T14:54:04.127-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT YB BETWEEN FR73 AND FR74.   REPLACED SEAT TRACK PER A330 SRM 51-72-11-911-001. (1451973)"
DALA2026021801161,02/15/2026,"2026-02-18T14:54:04.283-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,816NW,AIRBUS,A330323,0827,83658,11045,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK FOUND CORROSION AT Y2462 BETWEEN FR53.3 AND FR53.2.   REPAIRED SEAT TRACK PER A330 SRM 53-31-15-300-001. (1451984)"
DALA2026021801162,02/16/2026,"2026-02-18T14:54:04.453-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,O,418DX,AIRBUS,A330941,2010,18254,2133,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CORROSION FOUND ON SEAT TRACK YB BETWEEN FR 73 AND FR 74. CORRECTIVE ACTION: REPAIRED SEAT TRACK PER A330 SRM 53-11-15-283-005. (1454165)"
DALA2026021801163,02/15/2026,"2026-02-18T14:54:04.610-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,418DX,AIRBUS,A330941,2010,18254,2133,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CORROSION FOUND ON RH SEAT TRACK -YB1 BETWEEN FR 73 AND FR 74.   REPLACED SEAT TRACK PER A330 SRM 51-42-11. (1452459)"
DALA2026021801164,02/15/2026,"2026-02-18T14:54:04.767-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,418DX,AIRBUS,A330941,2010,18254,2133,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CORROSION FOUND ON SEAT TRACK YB1 BETWEEN FR 73 AND FR 74.  REPLACED SEAT TRACK PER A330 SRM 53-11-15-283-005. (1452462)"
DALA2026021801165,02/17/2026,"2026-02-18T14:54:04.940-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,406DX,AIRBUS,A330941,1953,23138,2713,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK UPPER SURFACE FOUND CORROSION AT - Y1959, FR32 TO FR33.   REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-009. (1455102)"
DALA2026021801166,02/17/2026,"2026-02-18T14:54:05.100-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,406DX,AIRBUS,A330941,1953,23138,2713,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK UPPER SURFACE FOUND CORROSION AT - Y450, FR35 TO FR36.  REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-009. (1455115)"
DALA2026021801167,02/17/2026,"2026-02-18T14:54:05.263-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,406DX,AIRBUS,A330941,1953,23138,2713,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK UPPER SURFACE FOUND CORROSION AT Y450, FR59 TO FR60.   REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-009. (1455123)"
DALA2026021801168,02/18/2026,"2026-02-18T14:54:05.420-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,406DX,AIRBUS,A330941,1953,23138,2713,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK UPPER SURFACE FOUND CORROSION AT - Y2462, FR53.1 TO FR53.2.   REPAIRED SEAT TRACK PER A330 SRM 53-31-15-300-001. (1456114)"
DALA2026021801169,02/18/2026,"2026-02-18T14:54:05.573-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,406DX,AIRBUS,A330941,1953,23138,2713,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK UPPER SURFACE FOUND CORROSION AT Y1959, FR61 TO FR62.  REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-009. (1456126)"
DALA2026021801170,02/18/2026,"2026-02-18T14:54:05.740-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,406DX,AIRBUS,A330941,1953,23138,2713,,,,,,,,,,,AIRBUS,"SEAT TRACK",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK UPPER SURFACE FOUND CORROSION AT Y2462, FR62 TO FR63.  REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-009. (1456136)"
DALA2026021801171,02/18/2026,"2026-02-18T14:54:05.897-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,406DX,AIRBUS,A330941,1953,23138,2713,,,,,,,,,,,AIRBUS,"SEAT FRAME",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK UPPER SURFACE FOUND CORROSION AT - Y450, FR74 TO FR75.   REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-009. (1456148)"
DALA2026021801172,02/18/2026,"2026-02-18T14:54:06.053-05:00",DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,V,406DX,AIRBUS,A330941,1953,23138,2713,,,,,,,,,,,AIRBUS,"SEAT FRAME",,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"CABIN SEAT TRACK UPPER SURFACE FOUND CORROSION AT Y450, FR36 TO FR37.  REPAIRED SEAT TRACK PER A330 SRM 53-00-15-300-009. (1456158)"
DALA2026021801173,02/18/2026,"2026-02-18T14:54:06.210-05:00",DALA,DALA,A,SO,27,A,5311,O,,,K,,,,IN,V,858NW,AIRBUS,A330223,0718,81432,10375,,,,,,,,,,,AIRBUS,FRAME,,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FORWARD SIDE OF FRAME 62 AT P'2 LIGHT TOOLING DAMAGE ON FRAME LOWER EDGE.   REPAIRED PER A330 SRM 51-73-00. (1456631)"
DALA2026021801174,02/18/2026,"2026-02-18T14:54:06.380-05:00",DALA,DALA,A,SO,27,A,2565,O,,,K,,,,IN,V,402DX,AIRBUS,A330941,1920,28576,3262,,,,,,,,,,,,BOTTLE,,,"LOW PRESSURE","ZONE 800 SLIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DOOR 2R DOOR SLIDE CAUTION ON TAXI IN. CHECK DOOR PRESSURE.   SERVICED DOOR ASSIST BOTTLE PER A330 AMM 52-15. (8431247)"
ASAA2026020364312,02/03/2026,"2026-02-18T14:49:35.680-05:00",ASAA,ASAA,A,NM,02,A,5347,O,,,K,,,,IN,V,508AS,BOEING,737890,35691,62038,18733,,,,,,,,,,,BOEING,"SEAT TRACK",BAC152027897178,,CRACKED,"ZONE 200",,,,,,,,,,,,,,,847,907,,,,,,,,,24.8,L,24.8,L,,,,1,,,"WHILE WORKING T.C. 800-25EO-26332-3-9, FOUND SEAT TRACK AT AFT MAIN CABIN STA 887 LBL24.8 TO BE CRACKED. SRXR430X. GROUNDED - YES. ACCOMPLISHED CATEGORY A REPAIR AT MAIN CABIN STA 887 LBL 24.8 IAW B737-800 SRM 53-00-52-2R-5 (MAJOR REPAIR) SRXR430X."
ASAA2026020464382,02/04/2026,"2026-02-18T14:49:35.837-05:00",ASAA,ASAA,A,NM,02,A,5320,O,,,K,,,,IN,V,494AS,BOEING,737990ER,41729,36972,11237,,,,,,,,,,,BOEING,"TRANSITION PANEL",143A7501143,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,500A,"500H+",26,L,27,L,,,,,,,,,158,160,,,2,,"FWD PIT LH SIDEPLATE (TRANSITION PANEL) IS CORRODED MULTIPLE SPOTS FROM STA 500A-500L. GROUNDED - YES. REPAIRED TRANSITIONAL PANEL IAW B737-900ER SRM 53-00-53-1A-2 AND 53-00-53-2R-5W= 3.0"" O= .040 R= .032 L= 1.5"" D= .080."
ASAA2026012264383,01/22/2026,"2026-02-18T14:49:35.993-05:00",ASAA,ASAA,A,NM,02,A,5511,O,,,K,,,,IN,V,560AS,BOEING,737890,35179,69843,21345,,,,,,,,,,,BOEING,RIB,182A5304,,CRACKED,"ZONE 300",,,,,,,,,,,,,,,1112,1112,,,,,,,,,,,,,275,275,2.000,,,"STAB 129.50 TO 129.5","L/H HORIZONTAL STAB RIB 182A5304 AT STAB STA 129.50 HAS MULTIPLE CRACKS. GROUNDED - YES. REPAIRED L/H HPRIZONTAL STAB RIB 182A5304 ST STAB STA 129.50 IAW B737-800 SRM 55-10-09-2R-4."
ASAA2026012264384,01/22/2026,"2026-02-18T14:49:36.150-05:00",ASAA,ASAA,A,NM,02,A,5511,O,,,K,,,,IN,V,560AS,BOEING,737890,35179,69843,21345,,,,,,,,,,,BOEING,RIB,182A5304,,CRACKED,"ZONE 300",,,,,,,,,,,,,,,1112,1112,,,,,,,,,,,,,275,275,2.000,,,"STAB 129.50 TO 129.5","R/H HORIZONTAL STAB RIB 182A5304 AT STAB STA 129.50 HAS MULTIPLE CRACKS. GROUNDED - YES. REPAIRED R/H HORIZONTAL STAB RIB 182A5304 AT STA 129.50 IAW B737800 SRM 55-10-09-2R-4 + 55-10-09-2R-5."
ASAA2026011264385,01/12/2026,"2026-02-18T14:49:36.290-05:00",ASAA,ASAA,A,NM,02,A,5320,O,,,K,,,,IN,V,560AS,BOEING,737890,35179,69843,21345,,,,,,,,,,,BOEING,"SIDEWALL SUPPORT",143A9405231,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,500D,,,,,,,,,,20,L,55,L,160,190,,,2,,"REMOVED CORROSION FOUND TO BE OUT OF LIMITS, REPAIRED FLOOR BEAM IAW B737-800 SRM 53-70-51-2R-0W: 1"" O: .150 R: .073 L: 1.5"" D: .077. GROUNDED - YES. REMOVED DAMAGE FOUND TO BE OUT OF LIMITS, REMOVED AND REPLACED IAW B737-800 SRM 51-40-02-0G AND 53-00-07-1A-1W= 1"" O= .050"" R=.030"" L= 3"" D= .020""."
ASAA2026011264386,01/12/2026,"2026-02-18T14:49:36.447-05:00",ASAA,ASAA,A,NM,02,A,5320,O,,,K,,,,IN,V,560AS,BOEING,737890,35179,69843,21345,,,,,,,,,,,BOEING,SHIELD,146A8127Y10,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,847,867,25,R,25,R,,,,,33.5,R,33.5,R,,,,,2,,"AFT CARGO DOOR AFT SHIELD HAS CORROSION. GROUNDED - YES. REMOVED DAMAGE ON AFT SHIELD FOUND TO BE OUT OF LIMITS IAW SRM 53-00-15-1A-1, REMOVED AND REPLACED IAW B737-800, SRM 51-40-05-0G-0, SRM 51-40-02-0G-0W: 1.5 OT: 0.050"" RT: 0.042"" L: 2.5"" D: 0.008""."
ASAA2026011264387,01/12/2026,"2026-02-18T14:49:36.603-05:00",ASAA,ASAA,A,NM,02,A,5320,O,,,K,,,,IN,V,560AS,BOEING,737890,35179,69843,21345,,,,,,,,,,,BOEING,"TRANSITION PANEL",146A750232,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,727,767,20,R,20,R,,,,,61.7,R,61.7,R,160,160,,,2,,"AFT CARGO R/H TRANSITION HAS AREAS OF CORROSION STA 727C-767. GROUNDED - YES. REMOVED CORROSION AFT CARGO R/H TRANSITION BTW STA 727C-767, FOUND TO BE OUT OF LIMITS IAW B737-800 SRM 53-00-53-1A-2, REMOVED AND REPLACED IAW B737-800 SRM 51-40-05-0G-0 SRM 51-40-02-0G-0W: 2"" OT: 0.040 RT: 0.034"" L: 3"" D: 0.006""."
ASAA2026011664388,01/16/2026,"2026-02-18T14:49:36.760-05:00",ASAA,ASAA,A,NM,02,A,5315,O,,,K,,,,IN,V,560AS,BOEING,737890,35179,69843,21345,,,,,,,,,,,BOEING,FLOORBEAM,147A550611,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,986,,,,,,,,,,43,L,43,R,206,,,,2,,"AFT WET AREA FLOOR BEAM STA 986 LBL 50 TO RBL 50 CORRODED. GROUNDED - YES. REMOVED CORROSION FOUND TO BE OUT OF LIMITS, REPAIRED FLOOR BEAM IAW B737-800 SRM 53-70-51-2R-0W: 1"" O: .150 R: .073 L: 1.5"" D: .077."
ASAA2026011564389,01/15/2026,"2026-02-18T14:49:36.943-05:00",ASAA,ASAA,A,NM,02,A,5320,O,,,K,,,,IN,V,560AS,BOEING,737890,35179,69843,21345,,,,,,,,,,,BOEING,"FLOOR SUPPORT",141A5690U1,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,294,312,,,,,,,,,20,L,20,L,206,206,,,2,,"FWD WET AREA FLOOR SUPPORT STA 294 TO STA 312 LBL 20 CORRODED. GROUNDED - YES. REMOVED CORROSION FLOOR SUPPORT FOUND TO BE OUT OF LIMITS, REMOVED AND REPLACED IAW B737-800 SRM 51-40-02-0G-0 & 51-40-05-0G-0W: 1"" O: .074"" R: .023"" L: 1"" D: .051""."
ASAA2026021763443,02/17/2026,"2026-02-18T14:50:15.717-05:00",ASAA,ASAA,A,NM,02,A,3436,N,,,C,,,,TO,O,492HA,BOEING,717200,55181,32589,50020,,,,,,,,,,,,"WINDSHEAR SYS",,,"FALSE INDICATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INFO TO MX ABORT/ REJECTED TAKEOFF IN OGG DUE TO HEAD WINDSHEAR AURAL MESSAGE GROUND SPEED AUPPROX 80 KTS. IAS APPROX 100 KTS. GROUNDED - YES. PERFORM TEST WINDSHEAR PER 22-10 TASK 8-11 NO FAULT FOUND. OK FOR SVC."
ASAA2026021763444,02/17/2026,"2026-02-18T14:50:15.870-05:00",ASAA,ASAA,A,NM,02,A,2400,J,,,O,,,,NR,O,478HA,BOEING,717200,55123,35307,81875,,,,,,,,,,,,CHARGER,,,FAULTED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EMERGENCY PWR FAIL. GROUNDED - YES. PER FIM 24-24 TASK 803 RESET BATT CHARGER. MESSAGE CLEARED. OK FOR SVC."
ASAA2026021663449,02/16/2026,"2026-02-18T14:50:16.030-05:00",ASAA,ASAA,A,NM,02,A,5200,J,,,O,,,,TX,O,205HA,AIRBUS,A321271N,08092,23565,4975,,,,,,,,,,,,"SAFETY PIN",,,"LACK OF LUBE","OZNE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3R DOOR SAFETY PIN IS DIFFICULT TO REMOVE. GROUNDED - YES. CLEANED AND LUBED 3R DOOR SAFTEY PIN. OPS CHECKS GOOD. OK FOR SERVICE."
ASAA2026021663450,02/16/2026,"2026-02-18T14:50:16.183-05:00",ASAA,ASAA,A,NM,02,A,5210,O,,,O,,,,TX,O,490HA,BOEING,717200,55151,40927,66405,,,,,,,,,,,,LOCK,,,"LACK OF LUBE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1L DOOR HARD TO CLOSE. GROUNDED - YES. 1L DOOR HOLD OPENLOCK WAS LUBRICATED. THE DOOR OPERATES AS INTENDED. OPS CHECK GOOD. A/C OK FOR SVC."
ANCF20260206005,02/09/2026,"2026-02-13T17:21:54.780-05:00",ANCF,ANCF,W,SO,23,A,3460,J,,,C,,,,TO,O,195AV,AIRBUS,A320214,5195,32440,29058,CFMINT,CFM565B4,643582,29794,8528,,,,,,,FMC,,,FAULTED,"NR 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REJECTED TAKE OFF DUE TO FMGC2 FAILURE,  RECATIVATED FMGC IAW TASK 22-83-00-440-801A AND OPS RESTORED"
ABXA20260218069,02/18/2026,"2026-02-18T10:52:42.813-05:00",ABXA,ABXA,A,SW,99,A,3150,N,,,D,,,,TX,O,651GT,BOEING,767231,22570,91776,28458,,,,,,,,,,,,"WARNING MESSAGE",,,"FALSE ACTIVATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING TAXI OUT, AND AFTER ENGINE START, ENG EEC PROBE AND MACH PROBE LIGHT AFTER START STILL ILLUMINATED.  AIRCRAFT RETURNED TO BLOCKS (BTB).  MAINTENANCE T/S IAW ABX FIM 30-34 FAULT TREE 803.  NO FAULTS NOTED.  AIRCRAFT RETURNED TO SERVICE."
ABXA20260217070,02/17/2026,"2026-02-18T11:32:15.737-05:00",ABXA,ABXA,A,SW,99,A,2697,J,,,K,,,,IN,O,745AX,BOEING,767232,22222,90666,43700,,,,,,,,,,,,"ELEC CONNECTOR",,,UNSECURE,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ON CREW PREFLIGHT, FOUND FIRE DET SYS INDICATION B# LINE WAS YELLOW (AMBER).  MAINTENANCE RESECURED ELEC CONNECTOR ON CARGO FIRE PANEL IAW B767 AMM 26-11-00 AND PERFORMED AFOLTS TEST IAW B767 AMM 26-10-00. OPS CHECK GOOD.  AIRCRAFT RETURNED TO SERVICE."
ABXA20260214067,02/14/2026,"2026-02-17T11:31:14.787-05:00",ABXA,ABXA,A,SW,99,A,5755,F,,,O,,,,DE,O,1709A,BOEING,767375,24086,104894,25819,,,,,,,,,,,,SPOILER,,,DAMAGED,"NR 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING DESCENT, USED SPEEDBRAKES AND HAD A SYMETRICAL DEPLOYMENT CAUSING ACFT TO TURN RIGHT. RESET SPEEDBRAKES AND TRIED AGAIN, IT HAPPENED AGAIN.  LANDING WAS UNEVENTFUL.  AFTER FLT CONTROL INSPECTION FOUND #3 SPOILER DAMAGED. REMOVED AND REPLACED #3 SPOILER AND O/B SPOILER ACTUATOR ASSEMBLY IAW AMM 27-61-01. OPS CHECK OK. NO LEAKS. RII INSTALLATION C/W IAW RII FORM 27-18-1.  AIRCRAFT RETURNED TO SERVICE.  REMOVED:  O/B SPOILER ASSY, PN: 113T5102-10A, SN: NSN     REMOVED:  O/B SPOILER ACTUATOR ASSY, PN: 252T1401-1, SN:  1487."
ABXA20260216066,02/16/2026,"2026-02-17T10:39:26.197-05:00",ABXA,ABXA,A,SW,99,A,5100,W,,,D,,,,TX,O,391CM,BOEING,767381,32975,59984,24485,,,,,,,,,,,,LOCK,,,INSTALLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PER MXC, A/C BACK TO GATE (BTB) TO REMOVE CENTER WING LOCK INSTALLED ON L/P 39114-88/1 (LOADING CREW REPORTED CTR WING LOCK MISSING RT MCD STA 1490, BL0).  REMOVED PREVIOUSLY INSTALLED CENTER WING LOCK AT STA 1490, BL 0 PER IAI CMM -50-20-21 AND ABX CLS B767 MISSING LOCK GUIDE. LOCK NOT NEEDED IN THIS CONFIGURATION.  AIRCRAFT RETURNED TO SERVICE."
ABXA20260216068,02/16/2026,"2026-02-17T15:38:53.733-05:00",ABXA,ABXA,A,SW,99,A,3240,J,,,A,,,,CL,O,1709A,BOEING,767375,24086,104903,25822,,,,,,,,,,,,TRANSDUCER,,,DAMAGED,"WHEEL SPEED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ON DEPARTURE, BRAKE TEMP DISCRETE LIGHT ILLUMINATED. FOLLOWED QRH PROCEDURE. RESUMED NORMAL OPERATION.  UPON LANDING, FOUND #7 TIRE FLAT.  #7 WHEEL SPEED TRANSDUCER DAMAGED.  AXLE UNDER #7 TIRE/BRAKE SHOWS SIGNS OF SCORING AND DISCOLORATION.   MAINTENANCE REPLACED RH MLG AFT AXLE ASSY ON .GA TELESIS W/O 449573  FAA FORM 8130 RECEIVED,  #7 WHEEL TRANSDUCER IAW 767 AMM 32-41-08 ,#7 BRAKE IAW AMM 32-41-08 AND #7 AND #8 WHEEL ASSY'S IAW AMM 32-45-01. ALL OPS CHECK GOOD. MTX THEN REURNED AC TO SERVICE."
AALA202602183501,02/16/2026,"2026-02-18T10:36:38.520-05:00",AALA,AALA,A,SW,21,A,4930,B,,,O,,,,DE,O,773XF,AIRBUS,A319112,2012,67210,34614,,,,,,,,,,,HNYWL,FCU,4419215,,LEAKING,APU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AIRCRAFT HAD SUBTLE HINTS OF ODOR SIMILAR TO SOF EVENT BUT NOT BAD ENOUGH OR PERSISTENT ENOUGH TO WARRANT ACTION AIRBORNE. IT WAS NOTICEABLE FOR A SHORT TIME DURING ENGINE START AND TAXI BUT THEN DISSIPATED, AND AGAIN IN A SIMILAR FASHION BUT NOT LONG ENOUGH OR PERSISTENT ENOUGH TO WARRANT ACTION AIRBORNE. I DO THINK THE POTENTIAL EXISTS FOR IT TO GET WORSE AND THEREFORE AM REFUSING THE AIRCRAFT. MAINTENANCE FOUND FUEL CONTROL UNIT LEAKING AND REPLACED IAW AMM 49-32-11."
